Bandit,Reward,Algorithm
17389,1,Thompson Sampling
17390,0,Thompson Sampling
17391,1,Thompson Sampling
17392,0,Thompson Sampling
17393,1,Thompson Sampling
17394,1,Thompson Sampling
17395,1,Thompson Sampling
17396,0,Thompson Sampling
17397,1,Thompson Sampling
17398,0,Thompson Sampling
17399,0,Thompson Sampling
17400,1,Thompson Sampling
17401,0,Thompson Sampling
17402,1,Thompson Sampling
17403,1,Thompson Sampling
17404,1,Thompson Sampling
17405,0,Thompson Sampling
17406,1,Thompson Sampling
17407,1,Thompson Sampling
17408,1,Thompson Sampling
17409,1,Thompson Sampling
17410,1,Thompson Sampling
17411,0,Thompson Sampling
17412,1,Thompson Sampling
17413,1,Thompson Sampling
17414,0,Thompson Sampling
17415,0,Thompson Sampling
17416,0,Thompson Sampling
17417,0,Thompson Sampling
17418,1,Thompson Sampling
17419,1,Thompson Sampling
17420,1,Thompson Sampling
17421,1,Thompson Sampling
17422,0,Thompson Sampling
17423,0,Thompson Sampling
17424,1,Thompson Sampling
17425,0,Thompson Sampling
17426,1,Thompson Sampling
17427,1,Thompson Sampling
17428,0,Thompson Sampling
17429,0,Thompson Sampling
17430,1,Thompson Sampling
17431,0,Thompson Sampling
17432,1,Thompson Sampling
17433,1,Thompson Sampling
17434,0,Thompson Sampling
17435,1,Thompson Sampling
17436,0,Thompson Sampling
17437,0,Thompson Sampling
17438,1,Thompson Sampling
17439,0,Thompson Sampling
17440,1,Thompson Sampling
17441,1,Thompson Sampling
17442,0,Thompson Sampling
17443,0,Thompson Sampling
17444,1,Thompson Sampling
17445,0,Thompson Sampling
17446,0,Thompson Sampling
17447,1,Thompson Sampling
17448,0,Thompson Sampling
17449,0,Thompson Sampling
17450,0,Thompson Sampling
17451,0,Thompson Sampling
17452,1,Thompson Sampling
17453,0,Thompson Sampling
17454,0,Thompson Sampling
17455,0,Thompson Sampling
17456,1,Thompson Sampling
17457,0,Thompson Sampling
17458,1,Thompson Sampling
17459,1,Thompson Sampling
17460,0,Thompson Sampling
17461,1,Thompson Sampling
17462,0,Thompson Sampling
17463,1,Thompson Sampling
17464,0,Thompson Sampling
17465,0,Thompson Sampling
17466,1,Thompson Sampling
17467,0,Thompson Sampling
17468,1,Thompson Sampling
17469,1,Thompson Sampling
17470,0,Thompson Sampling
17471,1,Thompson Sampling
17472,1,Thompson Sampling
17473,0,Thompson Sampling
17474,0,Thompson Sampling
17475,1,Thompson Sampling
17476,0,Thompson Sampling
17477,0,Thompson Sampling
17478,1,Thompson Sampling
17479,1,Thompson Sampling
17480,0,Thompson Sampling
17481,0,Thompson Sampling
17482,0,Thompson Sampling
17483,1,Thompson Sampling
17484,0,Thompson Sampling
17485,0,Thompson Sampling
17486,0,Thompson Sampling
17487,1,Thompson Sampling
17488,1,Thompson Sampling
17489,1,Thompson Sampling
17490,0,Thompson Sampling
17491,1,Thompson Sampling
17492,1,Thompson Sampling
17493,1,Thompson Sampling
17494,0,Thompson Sampling
17495,0,Thompson Sampling
17496,1,Thompson Sampling
17497,0,Thompson Sampling
17498,0,Thompson Sampling
17499,0,Thompson Sampling
17500,0,Thompson Sampling
17501,0,Thompson Sampling
17502,0,Thompson Sampling
17503,0,Thompson Sampling
17504,0,Thompson Sampling
17505,1,Thompson Sampling
17506,1,Thompson Sampling
17507,0,Thompson Sampling
17508,0,Thompson Sampling
17509,0,Thompson Sampling
17510,1,Thompson Sampling
17511,1,Thompson Sampling
17512,1,Thompson Sampling
17513,1,Thompson Sampling
17514,1,Thompson Sampling
17515,0,Thompson Sampling
17516,1,Thompson Sampling
17517,0,Thompson Sampling
17518,0,Thompson Sampling
17519,1,Thompson Sampling
17520,0,Thompson Sampling
17521,1,Thompson Sampling
17522,1,Thompson Sampling
17523,0,Thompson Sampling
17524,0,Thompson Sampling
17525,0,Thompson Sampling
17526,0,Thompson Sampling
17527,0,Thompson Sampling
17528,0,Thompson Sampling
17529,0,Thompson Sampling
17530,1,Thompson Sampling
17531,1,Thompson Sampling
17532,0,Thompson Sampling
17533,1,Thompson Sampling
17534,1,Thompson Sampling
17535,1,Thompson Sampling
17536,0,Thompson Sampling
17537,1,Thompson Sampling
17538,0,Thompson Sampling
17539,1,Thompson Sampling
17540,0,Thompson Sampling
17541,0,Thompson Sampling
17542,0,Thompson Sampling
17543,1,Thompson Sampling
17544,1,Thompson Sampling
17545,1,Thompson Sampling
17546,0,Thompson Sampling
17547,0,Thompson Sampling
17548,0,Thompson Sampling
17549,0,Thompson Sampling
17550,0,Thompson Sampling
17551,0,Thompson Sampling
17552,1,Thompson Sampling
17553,0,Thompson Sampling
17554,1,Thompson Sampling
17555,1,Thompson Sampling
17556,0,Thompson Sampling
17557,1,Thompson Sampling
17558,0,Thompson Sampling
17559,0,Thompson Sampling
17560,0,Thompson Sampling
17561,0,Thompson Sampling
17562,1,Thompson Sampling
17563,1,Thompson Sampling
17564,0,Thompson Sampling
17565,0,Thompson Sampling
17566,0,Thompson Sampling
17567,0,Thompson Sampling
17568,0,Thompson Sampling
17569,1,Thompson Sampling
17570,0,Thompson Sampling
17571,0,Thompson Sampling
17572,1,Thompson Sampling
17573,0,Thompson Sampling
17574,0,Thompson Sampling
17575,0,Thompson Sampling
17576,0,Thompson Sampling
17577,0,Thompson Sampling
17578,0,Thompson Sampling
17579,0,Thompson Sampling
17580,1,Thompson Sampling
17581,1,Thompson Sampling
17582,1,Thompson Sampling
17583,0,Thompson Sampling
17584,0,Thompson Sampling
17585,0,Thompson Sampling
17586,0,Thompson Sampling
17587,1,Thompson Sampling
17588,0,Thompson Sampling
17589,0,Thompson Sampling
17590,1,Thompson Sampling
17591,1,Thompson Sampling
17592,0,Thompson Sampling
17593,0,Thompson Sampling
17594,0,Thompson Sampling
17595,0,Thompson Sampling
17596,0,Thompson Sampling
17597,1,Thompson Sampling
17598,0,Thompson Sampling
17599,0,Thompson Sampling
17600,0,Thompson Sampling
17601,0,Thompson Sampling
17602,1,Thompson Sampling
17603,1,Thompson Sampling
17604,0,Thompson Sampling
17605,0,Thompson Sampling
17606,1,Thompson Sampling
17607,1,Thompson Sampling
17608,0,Thompson Sampling
17609,1,Thompson Sampling
17610,0,Thompson Sampling
17611,1,Thompson Sampling
17612,0,Thompson Sampling
17613,0,Thompson Sampling
17614,0,Thompson Sampling
17615,0,Thompson Sampling
17616,0,Thompson Sampling
17617,0,Thompson Sampling
17618,0,Thompson Sampling
17619,0,Thompson Sampling
17620,0,Thompson Sampling
17621,0,Thompson Sampling
17622,0,Thompson Sampling
17623,0,Thompson Sampling
17624,0,Thompson Sampling
17625,0,Thompson Sampling
17626,0,Thompson Sampling
17627,0,Thompson Sampling
17628,0,Thompson Sampling
17629,0,Thompson Sampling
17630,1,Thompson Sampling
17631,0,Thompson Sampling
17632,0,Thompson Sampling
17633,0,Thompson Sampling
17634,1,Thompson Sampling
17635,0,Thompson Sampling
17636,1,Thompson Sampling
17637,0,Thompson Sampling
17638,0,Thompson Sampling
17639,0,Thompson Sampling
17640,1,Thompson Sampling
17641,1,Thompson Sampling
17642,0,Thompson Sampling
17643,1,Thompson Sampling
17644,1,Thompson Sampling
17645,0,Thompson Sampling
17646,1,Thompson Sampling
17647,0,Thompson Sampling
17648,1,Thompson Sampling
17649,0,Thompson Sampling
17650,0,Thompson Sampling
17651,1,Thompson Sampling
17652,0,Thompson Sampling
17653,0,Thompson Sampling
17654,0,Thompson Sampling
17655,0,Thompson Sampling
17656,0,Thompson Sampling
17657,0,Thompson Sampling
17658,0,Thompson Sampling
17659,0,Thompson Sampling
17660,1,Thompson Sampling
17661,0,Thompson Sampling
17662,0,Thompson Sampling
17663,1,Thompson Sampling
17664,0,Thompson Sampling
17665,1,Thompson Sampling
17666,0,Thompson Sampling
17667,0,Thompson Sampling
17668,0,Thompson Sampling
17669,0,Thompson Sampling
17670,1,Thompson Sampling
17671,0,Thompson Sampling
17672,1,Thompson Sampling
17673,0,Thompson Sampling
17674,0,Thompson Sampling
17675,0,Thompson Sampling
17676,1,Thompson Sampling
17677,1,Thompson Sampling
17678,1,Thompson Sampling
17679,1,Thompson Sampling
17680,0,Thompson Sampling
17681,0,Thompson Sampling
17682,1,Thompson Sampling
17683,1,Thompson Sampling
17684,1,Thompson Sampling
17685,1,Thompson Sampling
17686,0,Thompson Sampling
17687,0,Thompson Sampling
17688,1,Thompson Sampling
17689,0,Thompson Sampling
17690,0,Thompson Sampling
17691,0,Thompson Sampling
17692,0,Thompson Sampling
17693,1,Thompson Sampling
17694,0,Thompson Sampling
17695,0,Thompson Sampling
17696,0,Thompson Sampling
17697,1,Thompson Sampling
17698,0,Thompson Sampling
17699,1,Thompson Sampling
17700,0,Thompson Sampling
17701,0,Thompson Sampling
17702,1,Thompson Sampling
17703,0,Thompson Sampling
17704,0,Thompson Sampling
17705,1,Thompson Sampling
17706,1,Thompson Sampling
17707,0,Thompson Sampling
17708,1,Thompson Sampling
17709,1,Thompson Sampling
17710,0,Thompson Sampling
17711,0,Thompson Sampling
17712,0,Thompson Sampling
17713,1,Thompson Sampling
17714,0,Thompson Sampling
17715,0,Thompson Sampling
17716,1,Thompson Sampling
17717,1,Thompson Sampling
17718,0,Thompson Sampling
17719,0,Thompson Sampling
17720,1,Thompson Sampling
17721,1,Thompson Sampling
17722,0,Thompson Sampling
17723,1,Thompson Sampling
17724,0,Thompson Sampling
17725,0,Thompson Sampling
17726,0,Thompson Sampling
17727,0,Thompson Sampling
17728,1,Thompson Sampling
17729,0,Thompson Sampling
17730,0,Thompson Sampling
17731,0,Thompson Sampling
17732,0,Thompson Sampling
17733,0,Thompson Sampling
17734,1,Thompson Sampling
17735,1,Thompson Sampling
17736,0,Thompson Sampling
17737,1,Thompson Sampling
17738,1,Thompson Sampling
17739,1,Thompson Sampling
17740,0,Thompson Sampling
17741,0,Thompson Sampling
17742,1,Thompson Sampling
17743,0,Thompson Sampling
17744,0,Thompson Sampling
17745,1,Thompson Sampling
17746,0,Thompson Sampling
17747,1,Thompson Sampling
17748,1,Thompson Sampling
17749,0,Thompson Sampling
17750,1,Thompson Sampling
17751,0,Thompson Sampling
17752,0,Thompson Sampling
17753,0,Thompson Sampling
17754,0,Thompson Sampling
17755,1,Thompson Sampling
17756,0,Thompson Sampling
17757,1,Thompson Sampling
17758,0,Thompson Sampling
17759,0,Thompson Sampling
17760,1,Thompson Sampling
17761,1,Thompson Sampling
17762,0,Thompson Sampling
17763,1,Thompson Sampling
17764,1,Thompson Sampling
17765,0,Thompson Sampling
17766,0,Thompson Sampling
17767,0,Thompson Sampling
17768,1,Thompson Sampling
17769,1,Thompson Sampling
17770,0,Thompson Sampling
17771,0,Thompson Sampling
17772,1,Thompson Sampling
17773,1,Thompson Sampling
17774,0,Thompson Sampling
17775,0,Thompson Sampling
17776,1,Thompson Sampling
17777,0,Thompson Sampling
17778,0,Thompson Sampling
17779,1,Thompson Sampling
17780,0,Thompson Sampling
17781,0,Thompson Sampling
17782,0,Thompson Sampling
17783,0,Thompson Sampling
17784,1,Thompson Sampling
17785,1,Thompson Sampling
17786,0,Thompson Sampling
17787,0,Thompson Sampling
17788,0,Thompson Sampling
17789,0,Thompson Sampling
17790,0,Thompson Sampling
17791,0,Thompson Sampling
17792,0,Thompson Sampling
17793,1,Thompson Sampling
17794,0,Thompson Sampling
17795,0,Thompson Sampling
17796,1,Thompson Sampling
17797,1,Thompson Sampling
17798,0,Thompson Sampling
17799,1,Thompson Sampling
17800,1,Thompson Sampling
17801,1,Thompson Sampling
17802,0,Thompson Sampling
17803,0,Thompson Sampling
17804,0,Thompson Sampling
17805,1,Thompson Sampling
17806,1,Thompson Sampling
17807,0,Thompson Sampling
17808,0,Thompson Sampling
17809,1,Thompson Sampling
17810,0,Thompson Sampling
17811,0,Thompson Sampling
17812,1,Thompson Sampling
17813,0,Thompson Sampling
17814,1,Thompson Sampling
17815,0,Thompson Sampling
17816,0,Thompson Sampling
17817,0,Thompson Sampling
17818,0,Thompson Sampling
17819,0,Thompson Sampling
17820,0,Thompson Sampling
17821,0,Thompson Sampling
17822,1,Thompson Sampling
17823,0,Thompson Sampling
17824,1,Thompson Sampling
17825,0,Thompson Sampling
17826,0,Thompson Sampling
17827,1,Thompson Sampling
17828,1,Thompson Sampling
17829,0,Thompson Sampling
17830,0,Thompson Sampling
17831,0,Thompson Sampling
17832,0,Thompson Sampling
17833,0,Thompson Sampling
17834,1,Thompson Sampling
17835,1,Thompson Sampling
17836,0,Thompson Sampling
17837,0,Thompson Sampling
17838,0,Thompson Sampling
17839,0,Thompson Sampling
17840,1,Thompson Sampling
17841,1,Thompson Sampling
17842,1,Thompson Sampling
17843,0,Thompson Sampling
17844,1,Thompson Sampling
17845,1,Thompson Sampling
17846,1,Thompson Sampling
17847,0,Thompson Sampling
17848,1,Thompson Sampling
17849,1,Thompson Sampling
17850,1,Thompson Sampling
17851,0,Thompson Sampling
17852,1,Thompson Sampling
17853,1,Thompson Sampling
17854,1,Thompson Sampling
17855,0,Thompson Sampling
17856,0,Thompson Sampling
17857,0,Thompson Sampling
17858,0,Thompson Sampling
17859,0,Thompson Sampling
17860,0,Thompson Sampling
17861,1,Thompson Sampling
17862,1,Thompson Sampling
17863,0,Thompson Sampling
17864,0,Thompson Sampling
17865,1,Thompson Sampling
17866,0,Thompson Sampling
17867,0,Thompson Sampling
17868,1,Thompson Sampling
17869,0,Thompson Sampling
17870,0,Thompson Sampling
17871,1,Thompson Sampling
17872,1,Thompson Sampling
17873,0,Thompson Sampling
17874,1,Thompson Sampling
17875,0,Thompson Sampling
17876,0,Thompson Sampling
17877,0,Thompson Sampling
17878,0,Thompson Sampling
17879,1,Thompson Sampling
17880,0,Thompson Sampling
17881,0,Thompson Sampling
17882,0,Thompson Sampling
17883,0,Thompson Sampling
17884,1,Thompson Sampling
17885,0,Thompson Sampling
17886,0,Thompson Sampling
17887,1,Thompson Sampling
17888,0,Thompson Sampling
17889,1,Thompson Sampling
17890,0,Thompson Sampling
17891,1,Thompson Sampling
17892,0,Thompson Sampling
17893,0,Thompson Sampling
17894,0,Thompson Sampling
17895,0,Thompson Sampling
17896,0,Thompson Sampling
17897,1,Thompson Sampling
17898,0,Thompson Sampling
17899,1,Thompson Sampling
17900,1,Thompson Sampling
17901,1,Thompson Sampling
17902,0,Thompson Sampling
17903,1,Thompson Sampling
17904,0,Thompson Sampling
17905,0,Thompson Sampling
17906,0,Thompson Sampling
17907,1,Thompson Sampling
17908,0,Thompson Sampling
17909,0,Thompson Sampling
17910,0,Thompson Sampling
17911,1,Thompson Sampling
17912,0,Thompson Sampling
17913,1,Thompson Sampling
17914,1,Thompson Sampling
17915,1,Thompson Sampling
17916,0,Thompson Sampling
17917,1,Thompson Sampling
17918,1,Thompson Sampling
17919,0,Thompson Sampling
17920,0,Thompson Sampling
17921,1,Thompson Sampling
17922,0,Thompson Sampling
17923,0,Thompson Sampling
17924,0,Thompson Sampling
17925,0,Thompson Sampling
17926,0,Thompson Sampling
17927,1,Thompson Sampling
17928,1,Thompson Sampling
17929,0,Thompson Sampling
17930,0,Thompson Sampling
17931,0,Thompson Sampling
17932,0,Thompson Sampling
17933,0,Thompson Sampling
17934,1,Thompson Sampling
17935,0,Thompson Sampling
17936,1,Thompson Sampling
17937,1,Thompson Sampling
17938,1,Thompson Sampling
17939,0,Thompson Sampling
17940,0,Thompson Sampling
17941,1,Thompson Sampling
17942,0,Thompson Sampling
17943,0,Thompson Sampling
17944,0,Thompson Sampling
17945,0,Thompson Sampling
17946,0,Thompson Sampling
17947,0,Thompson Sampling
17948,0,Thompson Sampling
17949,1,Thompson Sampling
17950,0,Thompson Sampling
17951,0,Thompson Sampling
17952,0,Thompson Sampling
17953,0,Thompson Sampling
17954,0,Thompson Sampling
17955,0,Thompson Sampling
17956,0,Thompson Sampling
17957,0,Thompson Sampling
17958,0,Thompson Sampling
17959,0,Thompson Sampling
17960,0,Thompson Sampling
17961,0,Thompson Sampling
17962,0,Thompson Sampling
17963,0,Thompson Sampling
17964,0,Thompson Sampling
17965,0,Thompson Sampling
17966,0,Thompson Sampling
17967,0,Thompson Sampling
17968,1,Thompson Sampling
17969,1,Thompson Sampling
17970,0,Thompson Sampling
17971,0,Thompson Sampling
17972,0,Thompson Sampling
17973,0,Thompson Sampling
17974,1,Thompson Sampling
17975,0,Thompson Sampling
17976,0,Thompson Sampling
17977,0,Thompson Sampling
17978,0,Thompson Sampling
17979,0,Thompson Sampling
17980,0,Thompson Sampling
17981,0,Thompson Sampling
17982,0,Thompson Sampling
17983,0,Thompson Sampling
17984,0,Thompson Sampling
17985,1,Thompson Sampling
17986,0,Thompson Sampling
17987,0,Thompson Sampling
17988,1,Thompson Sampling
17989,0,Thompson Sampling
17990,1,Thompson Sampling
17991,0,Thompson Sampling
17992,0,Thompson Sampling
17993,1,Thompson Sampling
17994,0,Thompson Sampling
17995,0,Thompson Sampling
17996,0,Thompson Sampling
17997,0,Thompson Sampling
17998,0,Thompson Sampling
17999,1,Thompson Sampling
18000,1,Thompson Sampling
18001,0,Thompson Sampling
18002,0,Thompson Sampling
18003,0,Thompson Sampling
18004,0,Thompson Sampling
18005,1,Thompson Sampling
18006,1,Thompson Sampling
18007,0,Thompson Sampling
18008,1,Thompson Sampling
18009,0,Thompson Sampling
18010,0,Thompson Sampling
18011,0,Thompson Sampling
18012,1,Thompson Sampling
18013,0,Thompson Sampling
18014,0,Thompson Sampling
18015,1,Thompson Sampling
18016,1,Thompson Sampling
18017,0,Thompson Sampling
18018,1,Thompson Sampling
18019,1,Thompson Sampling
18020,0,Thompson Sampling
18021,0,Thompson Sampling
18022,1,Thompson Sampling
18023,0,Thompson Sampling
18024,1,Thompson Sampling
18025,0,Thompson Sampling
18026,0,Thompson Sampling
18027,1,Thompson Sampling
18028,0,Thompson Sampling
18029,0,Thompson Sampling
18030,1,Thompson Sampling
18031,1,Thompson Sampling
18032,0,Thompson Sampling
18033,1,Thompson Sampling
18034,0,Thompson Sampling
18035,0,Thompson Sampling
18036,1,Thompson Sampling
18037,0,Thompson Sampling
18038,1,Thompson Sampling
18039,1,Thompson Sampling
18040,0,Thompson Sampling
18041,0,Thompson Sampling
18042,0,Thompson Sampling
18043,0,Thompson Sampling
18044,0,Thompson Sampling
18045,0,Thompson Sampling
18046,1,Thompson Sampling
18047,0,Thompson Sampling
18048,1,Thompson Sampling
18049,1,Thompson Sampling
18050,1,Thompson Sampling
18051,0,Thompson Sampling
18052,0,Thompson Sampling
18053,0,Thompson Sampling
18054,0,Thompson Sampling
18055,0,Thompson Sampling
18056,1,Thompson Sampling
18057,1,Thompson Sampling
18058,0,Thompson Sampling
18059,0,Thompson Sampling
18060,1,Thompson Sampling
18061,0,Thompson Sampling
18062,1,Thompson Sampling
18063,1,Thompson Sampling
18064,0,Thompson Sampling
18065,0,Thompson Sampling
18066,1,Thompson Sampling
18067,1,Thompson Sampling
18068,0,Thompson Sampling
18069,1,Thompson Sampling
18070,1,Thompson Sampling
18071,0,Thompson Sampling
18072,0,Thompson Sampling
18073,0,Thompson Sampling
18074,1,Thompson Sampling
18075,0,Thompson Sampling
18076,0,Thompson Sampling
18077,0,Thompson Sampling
18078,0,Thompson Sampling
18079,0,Thompson Sampling
18080,1,Thompson Sampling
18081,1,Thompson Sampling
18082,0,Thompson Sampling
18083,1,Thompson Sampling
18084,1,Thompson Sampling
18085,0,Thompson Sampling
18086,1,Thompson Sampling
18087,1,Thompson Sampling
18088,0,Thompson Sampling
18089,0,Thompson Sampling
18090,0,Thompson Sampling
18091,1,Thompson Sampling
18092,1,Thompson Sampling
18093,0,Thompson Sampling
18094,0,Thompson Sampling
18095,1,Thompson Sampling
18096,0,Thompson Sampling
18097,1,Thompson Sampling
18098,1,Thompson Sampling
18099,0,Thompson Sampling
18100,1,Thompson Sampling
18101,0,Thompson Sampling
18102,1,Thompson Sampling
18103,0,Thompson Sampling
18104,0,Thompson Sampling
18105,0,Thompson Sampling
18106,0,Thompson Sampling
18107,0,Thompson Sampling
18108,0,Thompson Sampling
18109,1,Thompson Sampling
18110,1,Thompson Sampling
18111,1,Thompson Sampling
18112,0,Thompson Sampling
18113,1,Thompson Sampling
18114,0,Thompson Sampling
18115,0,Thompson Sampling
18116,0,Thompson Sampling
18117,0,Thompson Sampling
18118,0,Thompson Sampling
18119,0,Thompson Sampling
18120,1,Thompson Sampling
18121,0,Thompson Sampling
18122,1,Thompson Sampling
18123,0,Thompson Sampling
18124,1,Thompson Sampling
18125,1,Thompson Sampling
18126,0,Thompson Sampling
18127,0,Thompson Sampling
18128,0,Thompson Sampling
18129,1,Thompson Sampling
18130,0,Thompson Sampling
18131,0,Thompson Sampling
18132,0,Thompson Sampling
18133,1,Thompson Sampling
18134,0,Thompson Sampling
18135,1,Thompson Sampling
18136,0,Thompson Sampling
18137,0,Thompson Sampling
18138,1,Thompson Sampling
18139,0,Thompson Sampling
18140,1,Thompson Sampling
18141,1,Thompson Sampling
18142,0,Thompson Sampling
18143,1,Thompson Sampling
18144,1,Thompson Sampling
18145,1,Thompson Sampling
18146,1,Thompson Sampling
18147,0,Thompson Sampling
18148,1,Thompson Sampling
18149,0,Thompson Sampling
18150,1,Thompson Sampling
18151,0,Thompson Sampling
18152,1,Thompson Sampling
18153,1,Thompson Sampling
18154,0,Thompson Sampling
18155,0,Thompson Sampling
18156,1,Thompson Sampling
18157,0,Thompson Sampling
18158,0,Thompson Sampling
18159,1,Thompson Sampling
18160,1,Thompson Sampling
18161,0,Thompson Sampling
18162,0,Thompson Sampling
18163,0,Thompson Sampling
18164,0,Thompson Sampling
18165,0,Thompson Sampling
18166,1,Thompson Sampling
18167,1,Thompson Sampling
18168,0,Thompson Sampling
18169,0,Thompson Sampling
18170,1,Thompson Sampling
18171,0,Thompson Sampling
18172,1,Thompson Sampling
18173,0,Thompson Sampling
18174,0,Thompson Sampling
18175,1,Thompson Sampling
18176,0,Thompson Sampling
18177,0,Thompson Sampling
18178,1,Thompson Sampling
18179,0,Thompson Sampling
18180,0,Thompson Sampling
18181,1,Thompson Sampling
18182,0,Thompson Sampling
18183,1,Thompson Sampling
18184,1,Thompson Sampling
18185,0,Thompson Sampling
18186,0,Thompson Sampling
18187,0,Thompson Sampling
18188,0,Thompson Sampling
18189,0,Thompson Sampling
18190,1,Thompson Sampling
18191,0,Thompson Sampling
18192,0,Thompson Sampling
18193,0,Thompson Sampling
18194,0,Thompson Sampling
18195,0,Thompson Sampling
18196,1,Thompson Sampling
18197,1,Thompson Sampling
18198,0,Thompson Sampling
18199,1,Thompson Sampling
18200,0,Thompson Sampling
18201,1,Thompson Sampling
18202,0,Thompson Sampling
18203,0,Thompson Sampling
18204,1,Thompson Sampling
18205,0,Thompson Sampling
18206,0,Thompson Sampling
18207,1,Thompson Sampling
18208,0,Thompson Sampling
18209,0,Thompson Sampling
18210,1,Thompson Sampling
18211,1,Thompson Sampling
18212,1,Thompson Sampling
18213,1,Thompson Sampling
18214,1,Thompson Sampling
18215,0,Thompson Sampling
18216,1,Thompson Sampling
18217,1,Thompson Sampling
18218,0,Thompson Sampling
18219,0,Thompson Sampling
18220,1,Thompson Sampling
18221,1,Thompson Sampling
18222,0,Thompson Sampling
18223,0,Thompson Sampling
18224,1,Thompson Sampling
18225,0,Thompson Sampling
18226,0,Thompson Sampling
18227,0,Thompson Sampling
18228,1,Thompson Sampling
18229,0,Thompson Sampling
18230,0,Thompson Sampling
18231,1,Thompson Sampling
18232,0,Thompson Sampling
18233,0,Thompson Sampling
18234,1,Thompson Sampling
18235,0,Thompson Sampling
18236,1,Thompson Sampling
18237,0,Thompson Sampling
18238,0,Thompson Sampling
18239,1,Thompson Sampling
18240,1,Thompson Sampling
18241,0,Thompson Sampling
18242,0,Thompson Sampling
18243,1,Thompson Sampling
18244,1,Thompson Sampling
18245,1,Thompson Sampling
18246,0,Thompson Sampling
18247,1,Thompson Sampling
18248,1,Thompson Sampling
18249,0,Thompson Sampling
18250,0,Thompson Sampling
18251,0,Thompson Sampling
18252,1,Thompson Sampling
18253,0,Thompson Sampling
18254,1,Thompson Sampling
18255,1,Thompson Sampling
18256,0,Thompson Sampling
18257,1,Thompson Sampling
18258,1,Thompson Sampling
18259,0,Thompson Sampling
18260,0,Thompson Sampling
18261,0,Thompson Sampling
18262,0,Thompson Sampling
18263,0,Thompson Sampling
18264,0,Thompson Sampling
18265,0,Thompson Sampling
18266,1,Thompson Sampling
18267,0,Thompson Sampling
18268,0,Thompson Sampling
18269,0,Thompson Sampling
18270,0,Thompson Sampling
18271,0,Thompson Sampling
18272,0,Thompson Sampling
18273,0,Thompson Sampling
18274,1,Thompson Sampling
18275,0,Thompson Sampling
18276,0,Thompson Sampling
18277,0,Thompson Sampling
18278,1,Thompson Sampling
18279,1,Thompson Sampling
18280,1,Thompson Sampling
18281,1,Thompson Sampling
18282,0,Thompson Sampling
18283,0,Thompson Sampling
18284,0,Thompson Sampling
18285,0,Thompson Sampling
18286,0,Thompson Sampling
18287,1,Thompson Sampling
18288,1,Thompson Sampling
18289,0,Thompson Sampling
18290,0,Thompson Sampling
18291,0,Thompson Sampling
18292,1,Thompson Sampling
18293,0,Thompson Sampling
18294,1,Thompson Sampling
18295,1,Thompson Sampling
18296,1,Thompson Sampling
18297,0,Thompson Sampling
18298,1,Thompson Sampling
18299,0,Thompson Sampling
18300,0,Thompson Sampling
18301,0,Thompson Sampling
18302,0,Thompson Sampling
18303,0,Thompson Sampling
18304,0,Thompson Sampling
18305,1,Thompson Sampling
18306,0,Thompson Sampling
18307,0,Thompson Sampling
18308,1,Thompson Sampling
18309,0,Thompson Sampling
18310,0,Thompson Sampling
18311,0,Thompson Sampling
18312,0,Thompson Sampling
18313,1,Thompson Sampling
18314,1,Thompson Sampling
18315,0,Thompson Sampling
18316,1,Thompson Sampling
18317,0,Thompson Sampling
18318,0,Thompson Sampling
18319,0,Thompson Sampling
18320,0,Thompson Sampling
18321,1,Thompson Sampling
18322,0,Thompson Sampling
18323,0,Thompson Sampling
18324,0,Thompson Sampling
18325,0,Thompson Sampling
18326,1,Thompson Sampling
18327,0,Thompson Sampling
18328,0,Thompson Sampling
18329,0,Thompson Sampling
18330,0,Thompson Sampling
18331,0,Thompson Sampling
18332,0,Thompson Sampling
18333,0,Thompson Sampling
18334,0,Thompson Sampling
18335,0,Thompson Sampling
18336,0,Thompson Sampling
18337,1,Thompson Sampling
18338,0,Thompson Sampling
18339,0,Thompson Sampling
18340,0,Thompson Sampling
18341,1,Thompson Sampling
18342,1,Thompson Sampling
18343,1,Thompson Sampling
18344,1,Thompson Sampling
18345,1,Thompson Sampling
18346,1,Thompson Sampling
18347,0,Thompson Sampling
18348,1,Thompson Sampling
18349,0,Thompson Sampling
18350,1,Thompson Sampling
18351,1,Thompson Sampling
18352,0,Thompson Sampling
18353,0,Thompson Sampling
18354,0,Thompson Sampling
18355,0,Thompson Sampling
18356,0,Thompson Sampling
18357,0,Thompson Sampling
18358,1,Thompson Sampling
18359,0,Thompson Sampling
18360,1,Thompson Sampling
18361,1,Thompson Sampling
18362,1,Thompson Sampling
18363,1,Thompson Sampling
18364,1,Thompson Sampling
18365,0,Thompson Sampling
18366,0,Thompson Sampling
18367,1,Thompson Sampling
18368,0,Thompson Sampling
18369,0,Thompson Sampling
18370,0,Thompson Sampling
18371,0,Thompson Sampling
18372,0,Thompson Sampling
18373,0,Thompson Sampling
18374,1,Thompson Sampling
18375,0,Thompson Sampling
18376,1,Thompson Sampling
18377,0,Thompson Sampling
18378,0,Thompson Sampling
18379,0,Thompson Sampling
18380,0,Thompson Sampling
18381,0,Thompson Sampling
18382,1,Thompson Sampling
18383,1,Thompson Sampling
18384,0,Thompson Sampling
18385,1,Thompson Sampling
18386,1,Thompson Sampling
